GENDER	AGE	PT1	LT1	STEP1	TT1	RESULT1	PT2	LT2	STEP2	TT2	RESULT2	PT3	LT3	STEP3	TT3	RESULT3	PT4	LT4	STEP4	TT4	RESULT4	PT5	LT5	STEP5	TT5	RESULT5	PT6	LT6	STEP6	TT6	RESULT6	PT7	LT7	STEP7	TT7	RESULT7	PT8	LT8	STEP8	TT8	RESULT8	PT9	LT9	STEP9	TT9	RESULT9	PT10	LT10	STEP10	TT10	RESULT10
1	21.5	3531	9906	46	28000	1	16500	17500	17	22157	1	12515	18687	20	27937	1	12703	13953	32	23734	1	8656	14797	42	28344	1	6157	18641	23	24719	1	27359	30719	36	41859	1	27859	33421	39	45921	1	8797	9375	46	30469	1	8438	28625	46	54047	1
0	23	13657	15219	46	35407	1	41593	42484	19	50047	1	10312	11875	20	18718	1	20516	21641	27	30641	1	17969	28625	46	40954	1	11656	13906	23	20859	1	26750	33437	36	53797	1	20812	23531	39	40625	1	25718	27015	44	45531	1	34719	36922	47	56813	1
1	22.66	1985	5047	52	17781	1	9031	15016	17	18313	1	4094	6500	24	12016	1	1704	11000	39	17532	1	1484	8781	44	16719	1	2219	11906	23	17438	1	5406	10594	36	21938	1	4187	13906	39	24296	1	2188	9688	44	25313	1	3156	7328	46	20735	1
1	20.91	10686	11778	46	25225	1	12651	13665	17	18096	1	9391	11107	22	17113	1	6115	10826	27	17285	1	10748	16161	42	22932	1	3947	5647	23	10109	1	7035	9843	46	24476	1	7005	8362	39	16973	1	13993	15038	44	26457	1	6911	8565	46	21903	1
0	21.75	10468	11669	45	31372	1	17566	24227	17	28049	1	13385	14274	22	18439	1	10327	11341	27	17628	1	14696	19391	42	25226	1	15865	22371	23	27363	1	22745	25100	36	34554	1	15553	31028	39	41402	1	12106	13073	44	23650	1	17394	18626	46	29219	1
0	17.91	49343	51512	46	87423	1	36597	38469	17	45755	1	24914	28190	20	44710	1	13697	15116	29	31465	1	26489	36395	42	55989	1	90683	94661	23	109918	1	33338	45677	36	70856	1	46441	49218	39	69872	1	33556	35615	44	67829	1	16364	43071	46	77204	1
1	18.5	40592	42089	46	66394	1	68297	71495	17	76299	1	12526	14601	20	27908	1	68063	69155	32	84786	1	19874	26208	42	38360	1	32541	34554	23	41464	1	26052	30155	36	44835	1	20795	22339	39	35537	1	21310	22370	44	70808	1	63180	65052	46	86518	1
1	21.16	3697	7987	50	35224	1	5070	6411	17	11684	1	14961	19095	20	23931	1	16224	21918	29	29656	1	6100	14243	42	23057	1	4118	9391	23	14929	1	18049	21606	42	35755	1	6396	18814	39	29515	1	8986	12979	44	31824	1	23478	25148	48	42807	1
1	19.58	9484	17285	45	32791	1	18876	22277	17	25131	1	11092	13104	20	19048	1	11466	12074	29	19001	1	21684	25818	42	33649	1	13104	14508	23	18517	1	8689	13962	36	22168	1	9672	11122	39	20389	1	22838	23899	46	35630	1	22994	27175	46	38891	1
0	21.08	7628	10483	46	35006	1	2995	22136	23	26894	1	2902	6209	22	14150	1	5647	7379	29	18190	1	5585	18159	42	34367	1	1638	12636	31	28736	1	8502	17565	38	33649	1	7223	15928	41	31450	1	10577	12917	46	47377	1	7893	41620	53	93007	1
1	19.67	4977	34008	48	47658	1	10608	23134	33	26707	1	9641	11216	22	15943	1	6194	6849	27	12075	1	7145	10764	42	17379	1	6771	7972	23	11841	1	21840	24461	45	33290	1	13197	14133	39	21465	1	24850	25506	50	39312	1	16349	17566	46	28938	1
0	18.67	10810	18486	48	36769	1	1825	20670	17	25053	1	14227	15538	20	20561	1	26271	27800	27	35163	1	8830	14446	42	23307	1	14976	16988	23	21902	1	19297	22199	29	36177	1	10701	12402	39	22854	1	27424	28314	44	38578	1	29469	31044	46	48392	1
1	21.67	8378	16115	46	36286	1	18315	19719	17	24523	1	6162	11809	20	18330	1	12012	13993	27	24788	1	23088	38251	44	50653	1	10546	13010	23	19625	1	23197	62322	36	76596	1	17550	19204	39	33727	1	10811	12496	46	32838	1	26676	31855	46	50606	1
1	19.25	13010	16021	45	71058	1	27238	29001	17	34040	1	9282	12792	20	20670	1	16005	16895	27	27097	1	6147	77439	42	87735	1	8159	47486	23	53321	1	12963	26910	36	46238	1	21762	25678	39	42323	1	4165	28283	44	67892	1	12480	19063	46	71885	1
0	18.33	16911	75021	50	108998	1	36067	38657	17	48423	1	9017	11123	20	17799	1	9563	22370	27	32479	1	9532	25178	42	34460	1	7410	14788	23	20545	1	19453	29593	36	41324	1	15288	27268	39	40201	1	19188	20452	46	50747	1	37971	45287	49	61730	1
1	19.08	89700	95846	45	123958	1	17348	18299	17	22761	1	47424	48672	20	55255	1	17737	25631	27	37362	1	14540	24258	44	37924	1	35115	36972	23	43430	1	34742	38284	36	51512	1	40560	41777	39	68001	1	31621	32947	46	54179	1	81135	83257	46	105752	1
0	19.17	33867	35037	45	49982	1	14025	15070	17	19126	1	10327	11762	20	20436	1	105971	106954	27	113662	1	6411	10732	42	20420	1	21528	23244	23	28361	1	33104	36957	36	45303	1	22932	25132	39	37674	1	16396	17488	64	47253	1	50435	51917	46	68609	1
0	18.58	6677	11793	53	32807	1	18408	19719	17	22542	1	9017	10499	20	14649	1	23400	25569	29	32807	1	25132	29578	42	36067	1	11076	13400	23	17721	1	31216	35849	49	48594	1	8877	11154	41	19360	1	2044	19984	58	75411	1	24929	25990	46	43243	1
0	19.33	31293	34928	46	68156	1	21528	23649	17	28532	1	23088	25412	20	33259	1	34694	35864	27	49499	1	47284	53633	42	66768	1	18798	20452	25	29328	1	22417	25818	36	39593	1	32323	33805	39	52665	1	33275	34242	44	57564	1	346103	348755	46	377256	1
1	19	1732	36692	46	47705	1	7613	8830	17	11856	1	6505	7551	20	11435	1	7020	8158	27	14242	1	8518	12371	44	19438	1	4353	6053	23	10015	1	13603	15928	47	24991	1	4586	5553	39	13946	1	27815	28548	46	41559	1	14929	16489	47	27643	1
0	20.25	7004	8939	52	35973	1	10561	12948	17	16692	1	7956	9391	20	15539	1	9766	10670	29	18486	1	1903	10545	42	18392	1	4322	7878	23	13104	1	12184	20686	49	36910	1	13931	15054	39	26036	1	8517	16349	46	44039	1	33165	34772	46	51417	1
0	18.92	21621	23992	45	57486	1	43103	44070	17	48095	1	10889	13556	24	26910	1	12168	13370	27	23322	1	9141	15366	56	33134	1	33696	35256	25	44101	1	13447	17815	49	34398	1	15569	17222	39	31652	1	5647	7114	44	44024	1	32589	34086	46	51387	1
0	18.58	32963	34725	48	58094	1	9984	13167	17	19469	1	24820	28377	20	35257	1	14929	16224	27	27597	1	32043	41839	42	52759	1	40326	69170	23	77438	1	22012	25678	36	40139	1	13587	14976	39	28969	1	18330	19407	44	38470	1	49406	51059	46	81183	1
1	18.5	20483	21934	45	40342	1	22214	23306	17	27081	1	12324	16708	22	23026	1	11435	13447	32	33556	1	25241	37440	42	46082	1	20233	22573	23	28486	1	15397	25085	44	41059	1	17722	28439	39	39047	1	16988	18049	44	44319	1	18143	19718	46	49296	1
1	19.42	36582	41121	52	55068	1	9938	12574	17	15195	1	16551	17752	20	21340	1	16629	17269	29	22448	1	4805	11185	42	16754	1	10405	11809	25	15584	1	22792	24804	65	35803	1	12059	13868	39	20545	1	28876	29546	44	42650	1	24243	26083	46	39125	1
1	19.25	3635	8018	46	34539	1	7956	14181	17	18907	1	9735	13572	24	23509	1	4898	5788	27	15257	1	17862	43758	42	54631	1	5913	7941	25	14805	1	14196	22324	49	41012	1	13276	44601	39	58235	1	13323	14727	48	37752	1	14789	16208	46	38360	1
0	19.08	6427	9376	56	39219	1	4383	21762	17	26754	1	5616	7176	20	12839	1	7317	9204	27	18876	1	1560	19407	42	28455	1	6022	8503	23	14477	1	11684	15506	53	33524	1	8487	10983	39	22511	1	10764	33119	48	46535	1	15195	16973	46	36286	1
